polarity,id,date,query,user,text
4,2014590069,Wed Jun 03 02:02:06 PDT 2009,NO_QUERY,brisbrent,Coronas + State of Origin = 
4,1753007841,Sat May 09 23:46:38 PDT 2009,NO_QUERY,Pamlovesit,@DirtySteveRock I decided you should help me make my first solo album 
4,2175387832,Mon Jun 15 00:50:52 PDT 2009,NO_QUERY,Paullebars,@itsdren thanks! 
4,1976732178,Sat May 30 18:54:16 PDT 2009,NO_QUERY,derwildemomo,Somewhere between san francisco and sa cramento. Great ride thx to amtrack  http://twitgoo.com/d11i
0,2053325833,Sat Jun 06 04:08:37 PDT 2009,NO_QUERY,PeculiarPeach,Sat in burger king with scott and birthday boy chris. Great start to the week off apart from the rain 
4,2070366514,Sun Jun 07 17:34:07 PDT 2009,NO_QUERY,frankparker,"@clint48 Thank you to, you are welcome, he is good, I will certainly listen to him more "
4,1678575280,Sat May 02 07:07:51 PDT 2009,NO_QUERY,william212,Girls off to Symphony Space 4 a show. Boys are going 4 milk&amp;muffins @ campus (*bucks 4 daddy) 
4,2045483798,Fri Jun 05 10:47:36 PDT 2009,NO_QUERY,mahrissaXoXo,#followfriday @LCrug @TURFmikeyork @TGCproductions @Yousef_E @pauliesantilli cool peeps check em out 
0,2039767196,Thu Jun 04 22:45:18 PDT 2009,NO_QUERY,ickevwtc,jamison always leaves a light on &quot;in case u need to get up for the bathroom&quot; uh thanks dad.haha. his new place is nice.oops no hi hat 
4,1553924799,Sat Apr 18 15:35:11 PDT 2009,NO_QUERY,lattelady,@WayMoreHomemade Kay Bailey Hutchison 
0,1982409586,Sun May 31 11:09:04 PDT 2009,NO_QUERY,RachAWilliams,I have 2 give up the internet for 3 weeks 
4,2056936771,Sat Jun 06 12:04:14 PDT 2009,NO_QUERY,swordofheart,My new photo album http://swordofheart.multiply.com/photos/album/107/107 
0,1793547035,Thu May 14 03:06:34 PDT 2009,NO_QUERY,secretXeyes,after walking to the bus stop and then to college has made me feel very ill again  and ive got 5 hours of college to survive
4,2183747161,Mon Jun 15 14:55:54 PDT 2009,NO_QUERY,gems_looneytune,@JulieC115  Oooh get you!!!  Excellent hun 
4,2192315353,Tue Jun 16 06:50:59 PDT 2009,NO_QUERY,maggiebaxter,@JimBrochowski it's also my wedding anniversary. 
4,1556722112,Sun Apr 19 00:02:17 PDT 2009,NO_QUERY,davekim,"@missrogue &quot;David, your Amazon order for The Whuffie Factor will arrive April 23&quot; "
0,2050543005,Fri Jun 05 18:51:30 PDT 2009,NO_QUERY,toydoll21,@Bitchhhimastar I'm sad tooo iz gotsta werks all weekendz tooz 
4,2064407827,Sun Jun 07 06:10:56 PDT 2009,NO_QUERY,aNgeLoFDeaTho14,"7 more chapters to go then imma need a new book,, yay!! smiLe "
0,2232279110,Thu Jun 18 19:41:48 PDT 2009,NO_QUERY,notruthaddanne,My last crabBie died   rip clarkie 
4,1971332387,Sat May 30 06:50:55 PDT 2009,NO_QUERY,Mareelisa39,"@CrisOnToast That is a very kind thing to say, which makes you a very nice person yourself "
4,2045919768,Fri Jun 05 11:25:55 PDT 2009,NO_QUERY,kayemw,"Is SO HAPPY!! Take That 2morrow, Boyzone on Wednesday &amp; is Luvin' the texts!!!!  WHOOOOOO!!!!"
4,2045851221,Fri Jun 05 11:19:49 PDT 2009,NO_QUERY,joannpeach,@PhilJ Thank you! See you next week for a bit? 
0,2182541422,Mon Jun 15 13:18:29 PDT 2009,NO_QUERY,jordanclarexoxo,"i'm hungry, but i don't want to eat anything! "
4,1989336134,Mon Jun 01 01:10:02 PDT 2009,NO_QUERY,guftoj,"26,5 C kl 10 in morning, its been a hot day "
0,2178909381,Mon Jun 15 08:22:42 PDT 2009,NO_QUERY,TheGoodOnesRtkn,I need a lunch buddy 
4,2059762507,Sat Jun 06 17:35:11 PDT 2009,NO_QUERY,bconnors93,I love this Google Chrome feature! It's the one for when you accidently close the browser when you have 12 tabs open and it saves them! 
0,1556641380,Sat Apr 18 23:41:06 PDT 2009,NO_QUERY,lilkdawg,Kathys cellphone broke. Call but don't text. 
4,2060381991,Sat Jun 06 18:48:04 PDT 2009,NO_QUERY,Erardo,@singswell YES 
0,2236503862,Fri Jun 19 03:52:28 PDT 2009,NO_QUERY,darrylw4,@TL4Chris I want to take today off work and watch the storms. Unfortunately we already have people out of the office 
0,2322733911,Wed Jun 24 23:09:58 PDT 2009,NO_QUERY,annienebauer,@vancenebauer OMG im missing out  have funnz/
0,2254558045,Sat Jun 20 09:56:09 PDT 2009,NO_QUERY,originalist,"@gilldaniels I'm sorry  I feel bad!! But it was 8 in the morning, I wasn't thinking about DVDs, I was thinking about sleeping..."
0,2056589996,Sat Jun 06 11:25:26 PDT 2009,NO_QUERY,pung101,just got back from socce  we lost
4,1881603842,Fri May 22 05:06:13 PDT 2009,NO_QUERY,medhoy,i'm loving someone 
4,1685760024,Sun May 03 01:56:26 PDT 2009,NO_QUERY,radha_,@d33pak good afternoon! hows your sunday going? other than Hannah Montana of course 
0,2071681149,Sun Jun 07 19:46:08 PDT 2009,NO_QUERY,MrSix6Stixx,@bellaitaliana09 I still haven't come up wit a name yet  anyways how are you doing?
0,2326406336,Thu Jun 25 06:59:56 PDT 2009,NO_QUERY,nickiantoinette,@TiaLaw morning trouble. I'm having male problems 
4,2044407964,Fri Jun 05 09:18:52 PDT 2009,NO_QUERY,KellyG5,@Yayaa ROTFL!!! Just read what @Sugarwilla said about you... checked you out and damn girl you FUNNY!  #follwfriday BOTH these gals! 
0,1677742597,Sat May 02 03:44:24 PDT 2009,NO_QUERY,lauryglory,@annikajoker from loops : how can u do this to me? 
0,2000856177,Mon Jun 01 23:08:47 PDT 2009,NO_QUERY,withgoldeneyes,i can't fall asleep. i wish facebook would work on my phone 
0,2050056085,Fri Jun 05 17:59:21 PDT 2009,NO_QUERY,maryjanefrances,"an old friend, paradox, who is still mad at me from years ago  but look how HOT he is in this! http://bit.ly/QDl1Z"
4,1825508859,Sun May 17 05:57:10 PDT 2009,NO_QUERY,yochannah,@FlissTee pleasantly quiet and rainy.... we have chicken with a sort of salsa-ey coating in the slow cooker smelling nice too 
0,2047151933,Fri Jun 05 13:13:36 PDT 2009,NO_QUERY,xxTrAgIcMeSsxx,@MCRmuffin ya i agree 
4,1573310793,Tue Apr 21 00:35:50 PDT 2009,NO_QUERY,goldienz,"About to grab a bite at snobs on shortland, purely due to the name. Hillbilly amongst the snobs "
0,2174719769,Sun Jun 14 23:09:40 PDT 2009,NO_QUERY,theALmighty66,"@screamqueendaff http://twitpic.com/7g602 - I'm not too sure what you're asking, but I'll guess . . . yes? "
4,2071634592,Sun Jun 07 19:41:58 PDT 2009,NO_QUERY,aramisette,"@BeUrLover2 Yeah, if u have as much shite as we do, the unpacking goes on for a while. "
0,1835447768,Mon May 18 06:00:53 PDT 2009,NO_QUERY,NUIM06,learns there was an earthquake in LA last night..... I always miss the fun and games 
4,1468901047,Tue Apr 07 04:19:00 PDT 2009,NO_QUERY,Sbaby82,Good Morning 
0,1694833593,Mon May 04 04:17:55 PDT 2009,NO_QUERY,artgirlbette,am i living in Seattle with all this rain? Soggyboggyfoggy 
0,2185453948,Mon Jun 15 17:24:21 PDT 2009,NO_QUERY,xkhaotik,@kimberlytia when IS wuzzy's bday? she refuses to tell me 
4,1992540984,Mon Jun 01 08:55:16 PDT 2009,NO_QUERY,kjvega,wish my best friend was still out in San Diego with me...2 more weeks 
0,2244370448,Fri Jun 19 14:39:30 PDT 2009,NO_QUERY,staciehays,I don't want to go to work tomorrow. 
4,1556828345,Sun Apr 19 00:32:45 PDT 2009,NO_QUERY,sharonhayes,@ThalesDotCom see my 10 things I love about Twitter at my blog http://hayes.net 
0,1556268547,Sat Apr 18 22:12:42 PDT 2009,NO_QUERY,diitcher,@RayRetaliation Oh  Hope you get better!
0,2177921342,Mon Jun 15 06:55:13 PDT 2009,NO_QUERY,Laylannise,I just took a huge blow to my confidence   i just dont understand this class
4,2176500597,Mon Jun 15 04:02:27 PDT 2009,NO_QUERY,_Carina_x3_,((: Being in the Outlet xD however 
0,2221796910,Thu Jun 18 06:01:05 PDT 2009,NO_QUERY,KandiLollipop,@x3Soraya Hey BooBoo! Thank u! No signs of sickness ..n BOOM! 2day I wake up feeling sickly  ..I want pasta! Mmmm lol
0,2324809506,Thu Jun 25 04:05:47 PDT 2009,NO_QUERY,sarahbreeden,Another day in paradise...except really i'm at work just dreaming of paradise 
0,2012301585,Tue Jun 02 20:24:45 PDT 2009,NO_QUERY,bacieabbracci,@BleuMuze Sorry 2 hear that  those are not fun!!!! Im ok...just relaxin ;) I hope u feel better soon 
4,1557512589,Sun Apr 19 04:33:48 PDT 2009,NO_QUERY,ondagawood,Sunday morning coffee &amp; paper... 
4,1565876203,Mon Apr 20 07:44:48 PDT 2009,NO_QUERY,MissMarisa,"this is a marathon, not a sprint. marathon monday tip #1: tally marks help you pace yourself "
4,1794784280,Thu May 14 06:33:10 PDT 2009,NO_QUERY,pinot,@avianto I can see mars rover from here  #redplanet
0,2221698241,Thu Jun 18 05:51:16 PDT 2009,NO_QUERY,djmoe713,"@therealtammylee im still tryna figure out where mine at, guess u didnt feel like cookin "
0,2012620100,Tue Jun 02 20:59:08 PDT 2009,NO_QUERY,NKArmyTNgirl,@restey11 there's not a part 2....only part 1 and 3...not sure y 
0,2228054672,Thu Jun 18 13:57:57 PDT 2009,NO_QUERY,marissaaaaax3,Its so gloomy 
4,1556811129,Sun Apr 19 00:27:43 PDT 2009,NO_QUERY,vivalaTrace,Bed time @ 3:30. I'm predicting death on Monday morning.  CAUSE I apparently suck at sleeping. Really.
0,2250052699,Fri Jun 19 23:35:35 PDT 2009,NO_QUERY,dannymae,@yUNGPIDG me too 
4,1976581763,Sat May 30 18:30:09 PDT 2009,NO_QUERY,amirahabdullah,up and early today 
4,2052745272,Sat Jun 06 01:51:33 PDT 2009,NO_QUERY,tweeddelights,Good Morning All   Lovely and sunny in the Hebrides (with a few rainy patches!)
0,2262881368,Sat Jun 20 23:26:32 PDT 2009,NO_QUERY,lukeii,@MelFresh27 Except I just remembered you are sick... Damn... 
4,2050695197,Fri Jun 05 19:07:49 PDT 2009,NO_QUERY,TiffanyHeyy,@ThisismyiQ my mommy 
4,2047923435,Fri Jun 05 14:23:11 PDT 2009,NO_QUERY,princess31773,Just got a whole bunch of songs on my new ipod!!!! Chyeah Boii...... 
4,1956454279,Thu May 28 21:54:54 PDT 2009,NO_QUERY,lilyofoz,@eadvocate i think it's possible 
0,1957140443,Thu May 28 23:37:53 PDT 2009,NO_QUERY,robinsons,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one. 
0,2010263873,Tue Jun 02 17:05:21 PDT 2009,NO_QUERY,writetocarris,how can tickets for little joy and warpaint @ the troub. already be sold out??? Noooo! 
4,1997179778,Mon Jun 01 16:23:41 PDT 2009,NO_QUERY,dhatesyou,"I got my 3OH!3 - bracelets in the mail today, So happy!  http://tumblr.com/xna1xchfn"
0,2326807931,Thu Jun 25 07:32:16 PDT 2009,NO_QUERY,ralph_hansen,@jdwcornell show off  (groan) #nocoffee
4,2070171202,Sun Jun 07 17:13:08 PDT 2009,NO_QUERY,bgrice,@LibArtsAndMinds Yes!!! I am actually on Camera two or three times applauding the acceptance speech in the CBC coverage 
4,1990222951,Mon Jun 01 04:15:16 PDT 2009,NO_QUERY,angieevittor,&quot;cuz it's a breakdown.. a breakdown&quot;  &lt;3
4,1971438953,Sat May 30 07:06:49 PDT 2009,NO_QUERY,DandTstudio,Is her birthday party 
4,1836316064,Mon May 18 07:46:42 PDT 2009,NO_QUERY,siri_he,"@moonlight2530 LOL. okay, I think this I could accept as a &quot;YES, I like True Blood very much&quot;  But you need something new."
4,1685982580,Sun May 03 03:07:16 PDT 2009,NO_QUERY,avijitsharma,@anil_491 Welcome  Kaise ho..??
0,1827783879,Sun May 17 11:26:21 PDT 2009,NO_QUERY,joeywargachuk,@Aheram  sorry. lol it was a copy and paste message to all...  I have a bad habit of adding girl to everything 
4,1881916843,Fri May 22 05:51:02 PDT 2009,NO_QUERY,CatsWire,"hopes the sun will stay now - fleamarket tomorrow, get out the change  http://plurk.com/p/vh81e"
4,1989700960,Mon Jun 01 02:30:03 PDT 2009,NO_QUERY,pytea,#musicmonday This is for the beyonce stans/fans http://bit.ly/nGYjn  Enjoy 
0,1559666662,Sun Apr 19 11:44:20 PDT 2009,NO_QUERY,xEmilyM,fnishing essays 
4,2069229216,Sun Jun 07 15:29:49 PDT 2009,NO_QUERY,Ry34,feeling surprisingly refreshed after a 6 hour sleep 
0,2059243205,Sat Jun 06 16:32:12 PDT 2009,NO_QUERY,PaulaLovesMcfly,My stupid DVD player isn't working  No Mcfly for me tonight then (((((((((( :'(
4,1981614069,Sun May 31 09:31:36 PDT 2009,NO_QUERY,Jode_x,I Loveeee the sun  #teamflakey
4,1880680423,Fri May 22 02:06:35 PDT 2009,NO_QUERY,ellaasb,@gfalcone601 morning Gio ... last night at the show in Manaus Tom had talk about you 
0,2258311272,Sat Jun 20 15:43:14 PDT 2009,NO_QUERY,ciara73,@ElizaNicoo i couldnt get the 2nd wembley one  i cant afford it right now
4,1979295054,Sun May 31 02:26:09 PDT 2009,NO_QUERY,megelder,@GenderQ which is?  you are killin' me with the suspense 
0,2234108154,Thu Jun 18 22:26:37 PDT 2009,NO_QUERY,luisbuho,&quot;I am you and you are me&quot; dice Dave Gahan en www.openradiux.com 
4,1822431444,Sat May 16 19:33:46 PDT 2009,NO_QUERY,CoachChic,"@SKILLETfan01 Don't bother me, Kaitlin, our Captain just hit a 2-run homer and I'm too busy cheering!  (Ditto Jason Bay last inning!)"
4,1557648931,Sun Apr 19 05:19:02 PDT 2009,NO_QUERY,nikkiwoods,&quot;There is no revenge so complete as forgiveness.&quot; Try it.  
0,2182941119,Mon Jun 15 13:50:14 PDT 2009,NO_QUERY,mashalanjum,"@SaniaM aw i know, i was sad i had to miss it but i had to prep for a dholki at my house that night  and about that motto, i'm learning.."
0,2247290816,Fri Jun 19 18:52:42 PDT 2009,NO_QUERY,Kevinwhatt,@maddyeKILLS  Woot Woot! I miss you  We need to hang out soon. My birthday was amazing thanks to all of you 3 
4,2053983517,Sat Jun 06 06:15:09 PDT 2009,NO_QUERY,kirz04,@KELLY__ROWLAND aww get better..whats rong?  im kindA new to all this twitter stuff soo..twitter bk yeaah LOL 
4,1984446265,Sun May 31 15:07:25 PDT 2009,NO_QUERY,xangex2,Playing volleyball with the little girls 
4,2180477830,Mon Jun 15 10:31:30 PDT 2009,NO_QUERY,_Jekka,@joelmadden http://twitpic.com/7h5hm - This picture is super hot 
0,1979634981,Sun May 31 03:53:23 PDT 2009,NO_QUERY,kris_maslowskyj,"Finished watching doctor who, was a good episode, bye bye David Tennent "
4,1685031917,Sat May 02 22:49:41 PDT 2009,NO_QUERY,pattiw23,@txcranberry ya my friends that volunteered to help me today are no longer speaking to me - I'm high maintenance  
4,2000973710,Mon Jun 01 23:28:41 PDT 2009,NO_QUERY,ImTribute,"@bjolena omg, I want more just like it "
4,1991872412,Mon Jun 01 07:48:44 PDT 2009,NO_QUERY,julianpo,got accepted into military police and was made platoon i/c today  - http://tweet.sg
4,1751106956,Sat May 09 18:40:48 PDT 2009,NO_QUERY,iHomeTech,@Sophie_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
0,2063312922,Sun Jun 07 02:09:37 PDT 2009,NO_QUERY,14KT,@nitadarling Hey! naw..i aint wearing it anymore cuz I broke it 
0,2013970142,Wed Jun 03 00:05:10 PDT 2009,NO_QUERY,lizz_xx,@sarahz_xx did you get the sunnies ? idk if you could hear me properly on the phone haha.. i has a sore throat 
4,1997830635,Mon Jun 01 17:31:50 PDT 2009,NO_QUERY,ROCKGUITARZ,@BritttOh AND I have NEVER! been on dateline 
0,1692287918,Sun May 03 19:40:24 PDT 2009,NO_QUERY,JuJu90038,Chilling at my God mothers house getting ready to go home pretty soon. School tomorrow (uh)  ... wish me luck tests tomorrow.
4,1971826283,Sat May 30 07:59:07 PDT 2009,NO_QUERY,rachel_annie,Gonna get up. take a showwa. get ready. an watch some baseball. 
4,1834290589,Mon May 18 02:21:53 PDT 2009,NO_QUERY,okotom,ah i love WIND UP YOUR WIFE on JONO'S NEW SHOW. fucking hilarious!! 
4,1973585852,Sat May 30 11:26:26 PDT 2009,NO_QUERY,mareenshere,@2NiteBoy you ROCk dude!! 
4,1994164977,Mon Jun 01 11:30:55 PDT 2009,NO_QUERY,cara_mariexoxo,"@oxykisses yoga is amazing, so refreshing, have you tried bikram yet?? i can't do it, lol .. its too hot, but my dad loves it "
0,2286371934,Mon Jun 22 16:21:25 PDT 2009,NO_QUERY,by_candlelight,"@mallyfever blah, that really sucks "
4,1685918401,Sun May 03 02:46:37 PDT 2009,NO_QUERY,starweaver,@FreelanceSw I like that! I think that needs to be what I put on my name badge at the next conference I go to 
0,2218430011,Wed Jun 17 22:28:09 PDT 2009,NO_QUERY,WhoDntLuvStarra,Thinks it's time for me to go to sleep..SUPAHH DUPAHH TIREDDD 
4,1973967609,Sat May 30 12:10:52 PDT 2009,NO_QUERY,Stokely706,"Dressing, ready for pic and a new sister. "
4,1751106743,Sat May 09 18:40:47 PDT 2009,NO_QUERY,_chikkinana,Nyappy mother's day to your mom's. 
0,2226570374,Thu Jun 18 12:06:54 PDT 2009,NO_QUERY,eldardo,@bend1to Ah! no me invitÃ³ 
0,1881532998,Fri May 22 04:55:14 PDT 2009,NO_QUERY,favoritemelody,"was almost in a wreck and mcdonalds was too crowded for me to stop, so now i'm shaking AND hungry "
4,1691746132,Sun May 03 18:31:22 PDT 2009,NO_QUERY,memaestra,"updating online accounts.. friendster, facebook, myspace, multiply... and now.. TWITTER! whew! "
4,2057782364,Sat Jun 06 13:39:04 PDT 2009,NO_QUERY,YvetteObeney,@mattdavey2 Was i meant 2 say contents??? 
0,1981836234,Sun May 31 09:59:36 PDT 2009,NO_QUERY,ashitvora,@LinuxLLC You mean Fresh Installation? I will then have to take backup of so much Data. 
4,1975328188,Sat May 30 14:55:42 PDT 2009,NO_QUERY,KelseyDanielleM,loves what I have and wouldn't trade it for the world. 
0,2183498794,Mon Jun 15 14:35:20 PDT 2009,NO_QUERY,Majestate,should have learned something for english.. but didn't do it 
0,2216044938,Wed Jun 17 18:58:04 PDT 2009,NO_QUERY,hkireta06,"laying down, listening to dave matthews band; missing him "
0,2003196728,Tue Jun 02 06:04:25 PDT 2009,NO_QUERY,laur945,@alliecarrie i miss it too  &quot;those were the best days of my life...&quot; muah!
4,1990587872,Mon Jun 01 05:15:34 PDT 2009,NO_QUERY,KatrinaWoodrow2,"@LaughingCowslip Try chicken satay, very low in carbs &amp; calories, easy to eat and tastes nice! Am consuming quite a lot at the moment! "
4,1998165162,Mon Jun 01 18:05:59 PDT 2009,NO_QUERY,Neekatron,@NatalieGreen really? That's too kewl of you 
0,1989127985,Mon Jun 01 00:26:12 PDT 2009,NO_QUERY,Madonnaboy80,@LeoWolfe aww  i have facebook but i dont use it....
4,2043911024,Fri Jun 05 08:35:40 PDT 2009,NO_QUERY,Lisa_Michele,@fourstringfuror cleaning house? lol  thanks for reminding me! I always have lots of that to do! 
0,1823739943,Sat May 16 22:50:15 PDT 2009,NO_QUERY,mmunknownfilms,Nathan just told me that my singing would do great on YouTube...this was not b/c I'm good 
4,1835884548,Mon May 18 06:57:02 PDT 2009,NO_QUERY,TahishaD1,Morning Tweeters...busy morning ttyl 
4,1956438246,Thu May 28 21:52:45 PDT 2009,NO_QUERY,sunshineallmine,"I got my makeups, yaaaaay! My package wasn't supposed to be here until tomorrow, good thing I checked... it was sitting on the porch! "
4,2067800511,Sun Jun 07 12:59:03 PDT 2009,NO_QUERY,yaelik,"good golly, I love johnny. "
0,1985576393,Sun May 31 17:22:13 PDT 2009,NO_QUERY,dankosuk,babe left an hour ago  i wanna sleep for 2 weeks  
4,1752797205,Sat May 09 23:01:23 PDT 2009,NO_QUERY,ActingisLove16,I think Destiny has officially gone crazy... hahahaha 
0,1985780741,Sun May 31 17:45:33 PDT 2009,NO_QUERY,Vonnieee,"@divapunk I know it's so unfair. I hate it. &gt;:| She better be on soon, I miss her so much. "
4,2000619683,Mon Jun 01 22:32:10 PDT 2009,NO_QUERY,elektr0maniac,just had a lindsay lohan shot. thanks val 
4,2186035508,Mon Jun 15 18:15:48 PDT 2009,NO_QUERY,fatinathira,"Good morning  busy for this coming 2weeks, huh alot of stuff to be settle"
4,1753989978,Sun May 10 04:28:15 PDT 2009,NO_QUERY,BrookeAmanda,"@allysonalfonso hahaha, awesomee add me if you like   bperea_862@msn.com"
0,2069314099,Sun Jun 07 15:39:03 PDT 2009,NO_QUERY,LoveAlyse,My bb is going to die b4 the end of my shift  ... I can't have that
4,2176231859,Mon Jun 15 03:17:41 PDT 2009,NO_QUERY,jesscaar,straightened my hair 
0,2250214309,Fri Jun 19 23:58:36 PDT 2009,NO_QUERY,alicestaaack,@amylovesbradie and then this chick underneath was like ye agreed with chick underneath I was like NOOOOO!  I don't rkn its true but
0,1564577418,Mon Apr 20 04:07:08 PDT 2009,NO_QUERY,volleyball32010,I don't think I'm ready for this 
0,1883628300,Fri May 22 08:51:19 PDT 2009,NO_QUERY,ashleehewitt,So sore ! Need a back rub. 
4,2179296824,Mon Jun 15 08:54:51 PDT 2009,NO_QUERY,Szilax,huhu cheffin 
0,2211485751,Wed Jun 17 12:54:51 PDT 2009,NO_QUERY,Kelsey1991,i think i have a spiderrr biteeee 
4,1771137273,Mon May 11 23:18:57 PDT 2009,NO_QUERY,MattiPanteon,"it's all about environment today, and some Trollywood too "
4,2063988678,Sun Jun 07 04:50:28 PDT 2009,NO_QUERY,Nik_263_x,I need a new twitter pic cause every1's are so pretty and then theres mine... im on a mission  
0,1557616921,Sun Apr 19 05:08:43 PDT 2009,NO_QUERY,fashionlaber,42. im getting really pissed off. connection sucks! 
4,2184625961,Mon Jun 15 16:10:57 PDT 2009,NO_QUERY,SophieRAWR,"@ringworld haha I bet It was  all I've eaten recently is chocolate spread sammiches. Yum, not had since my allergy to nutella 10 years ago"
0,1557237524,Sun Apr 19 02:50:40 PDT 2009,NO_QUERY,snappingturtle,i have 5 blisters on my fingers from the dogs' leads  it hurts like hell! hunting was tough this morning
4,1979246943,Sun May 31 02:14:01 PDT 2009,NO_QUERY,xiaobibu,I got an invitation from Nuffnang for the standout party..! who wanna go with me? I can only bring one guest for goin 
4,2003796603,Tue Jun 02 07:09:48 PDT 2009,NO_QUERY,xirclebox,@AndSheSpeaks ... 
0,1836008066,Mon May 18 07:11:34 PDT 2009,NO_QUERY,cmeddie,@sarahkelley Any good leads...? I will let you know if I hear of anything! So sorry to hear!  
0,2219021529,Wed Jun 17 23:37:43 PDT 2009,NO_QUERY,JacquieKoenig,cat--dont know how to respond on my phone 
4,1554076522,Sat Apr 18 16:00:16 PDT 2009,NO_QUERY,gamerx287,"At long last, I am back online "
4,2188398128,Mon Jun 15 21:49:31 PDT 2009,NO_QUERY,_ayoobeez,@IAmKahlaFierce lol awww. love (i hate love) but thats cute 
4,2177227782,Mon Jun 15 05:42:45 PDT 2009,NO_QUERY,hedleylove_,last day of school !!! 
4,1833993284,Mon May 18 01:13:05 PDT 2009,NO_QUERY,kkkrista,"Shower, then bed. Goodnight my fellow twatters "
